"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.673424,
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q2",4.242322,
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q3",-2.57289,
"SVN","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.734754,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.072785,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.437905,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.194083,
"SVN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.708006,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.206776,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.309823,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.587781,
"SVN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.958734,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",1.351761,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",-0.100349,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.144641,
"SVN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.686384,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.037782,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.225071,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.416082,
"SVN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.626214,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.013195,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.225589,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.965545,
"SVN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.378795,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.9814,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.681883,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.862622,
"SVN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.779911,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.728503,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",2.1464,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.692665,
"SVN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",2.204893,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.854345,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.273612,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",2.02174,
"SVN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.213399,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.599093,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",1.617529,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.540786,
"SVN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.727288,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.413761,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-1.088285,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.2372,
"SVN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.130534,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.119345,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.765052,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.267161,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.526894,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.641389,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.498556,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.177662,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.064175,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.649621,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.742021,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.187029,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-1.997301,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.188623,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.295466,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.003301,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.950878,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.062461,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.865975,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.594911,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.132148,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.482123,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.692791,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.584167,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.138943,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.092676,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.128547,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.976597,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.785861,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.734835,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.35813,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.809383,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",2.100098,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.293441,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.14101,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.034625,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.769558,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.543467,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.042299,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.772539,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.411272,
"FIN","QGDP","TOT","PC_CHGPP","Q","1960-Q2",2.221382,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1960-Q3",1.115974,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1960-Q4",1.944553,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1961-Q1",3.483736,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1961-Q2",0.737143,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1961-Q3",0.514003,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1961-Q4",2.261307,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1962-Q1",1.346843,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1962-Q2",-2.533564,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1962-Q3",1.952451,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1962-Q4",1.778152,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1963-Q1",-0.934115,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1963-Q2",1.982457,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1963-Q3",1.044761,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1963-Q4",2.116156,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1964-Q1",1.262609,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1964-Q2",0.867411,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1964-Q3",1.604947,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1964-Q4",-0.64069,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1965-Q1",3.226252,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1965-Q2",1.382899,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1965-Q3",1.222784,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1965-Q4",-0.701596,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1966-Q1",-0.912944,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1966-Q2",2.059102,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1966-Q3",1.073882,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1966-Q4",3.071027,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1967-Q1",-1.298876,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1967-Q2",0.829483,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1967-Q3",-0.603823,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1967-Q4",-0.607758,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1968-Q1",1.016885,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1968-Q2",1.623892,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1968-Q3",0.277279,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1968-Q4",1.87517,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1969-Q1",4.889796,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1969-Q2",0.942349,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1969-Q3",2.772065,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1969-Q4",1.487767,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1970-Q1",0.868339,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1970-Q2",3.461853,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1970-Q3",1.867733,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1970-Q4",1.012939,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1971-Q1",-4.650449,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1971-Q2",6.094493,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1971-Q3",-0.025946,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1971-Q4",-0.611894,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1972-Q1",4.909211,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1972-Q2",-0.039026,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1972-Q3",2.143044,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1972-Q4",2.066012,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1973-Q1",3.574796,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1973-Q2",-3.086633,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1973-Q3",4.437518,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.879385,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1974-Q1",-0.581898,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1974-Q2",0.30862,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.235448,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1974-Q4",0.023032,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1975-Q1",1.603502,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-0.710066,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1975-Q3",-0.915384,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1975-Q4",-0.970033,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1976-Q1",0.373156,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.534418,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1976-Q3",1.115156,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.834286,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1977-Q1",-0.861385,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1977-Q2",-0.120041,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.618096,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1977-Q4",-0.233206,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1978-Q1",1.083238,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.70502,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1978-Q3",0.436852,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1978-Q4",2.174762,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1979-Q1",2.030235,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1979-Q2",2.374967,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.856889,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1979-Q4",1.196705,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1980-Q1",1.674004,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.468254,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1980-Q3",4.987859,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-2.717548,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.188212,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1981-Q2",1.1711,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.495389,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1981-Q4",0.395334,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.622265,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.985602,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1982-Q3",1.08602,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1982-Q4",1.268399,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.116839,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1983-Q2",1.050322,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1983-Q3",0.919296,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1983-Q4",-0.242607,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.578489,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1984-Q2",0.13552,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.89322,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1984-Q4",1.180416,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.689381,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1985-Q2",1.127935,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1985-Q3",0.499089,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.168416,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.060355,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1986-Q2",0.435157,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1986-Q3",4.358457,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1986-Q4",-1.87446,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.766621,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.741914,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1987-Q3",0.388183,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.970042,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1988-Q1",1.273351,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1988-Q2",0.804068,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.231672,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.850135,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1989-Q1",1.194585,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1989-Q2",1.757608,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1989-Q3",1.178507,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1989-Q4",0.047319,"E"
"FIN","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.410931,
"FIN","QGDP","TOT","PC_CHGPP","Q","1990-Q2",-1.459559,
"FIN","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-2.115968,
"FIN","QGDP","TOT","PC_CHGPP","Q","1990-Q4",-0.600116,
"FIN","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-2.018956,
"FIN","QGDP","TOT","PC_CHGPP","Q","1991-Q2",-1.10316,
"FIN","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-2.016548,
"FIN","QGDP","TOT","PC_CHGPP","Q","1991-Q4",-1.158935,
"FIN","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.380465,
"FIN","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-1.168079,
"FIN","QGDP","TOT","PC_CHGPP","Q","1992-Q3",-0.899488,
"FIN","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.858399,
"FIN","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.301622,
"FIN","QGDP","TOT","PC_CHGPP","Q","1993-Q2",-0.074294,
"FIN","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.601876,
"FIN","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.749604,
"FIN","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.586838,
"FIN","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.882067,
"FIN","QGDP","TOT","PC_CHGPP","Q","1994-Q3",2.27883,
"FIN","QGDP","TOT","PC_CHGPP","Q","1994-Q4",2.628568,
"FIN","QGDP","TOT","PC_CHGPP","Q","1995-Q1",-0.859214,
"FIN","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.672753,
"FIN","QGDP","TOT","PC_CHGPP","Q","1995-Q3",-0.515481,
"FIN","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.022669,
"FIN","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.806644,
"FIN","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.349828,
"FIN","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.194777,
"FIN","QGDP","TOT","PC_CHGPP","Q","1996-Q4",2.148382,
"FIN","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.193151,
"FIN","QGDP","TOT","PC_CHGPP","Q","1997-Q2",3.044676,
"FIN","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.781737,
"FIN","QGDP","TOT","PC_CHGPP","Q","1997-Q4",2.100656,
"FIN","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-0.57151,
"FIN","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.968674,
"FIN","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.90248,
"FIN","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.219748,
"FIN","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.513717,
"FIN","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.913441,
"FIN","QGDP","TOT","PC_CHGPP","Q","1999-Q3",0.783944,
"FIN","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.499559,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",2.515011,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.131014,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.067833,
"FIN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.090891,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.68626,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.508717,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.935763,
"FIN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",-0.213943,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.327764,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.365724,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-0.109046,
"FIN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.904857,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.901551,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",1.48229,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.522794,
"FIN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.256664,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.066303,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.736678,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.906616,
"FIN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",2.165017,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.134264,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",-0.147493,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.796741,
"FIN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.355256,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",3.00677,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",-0.45106,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.945045,
"FIN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.919098,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",2.638992,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.95128,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.964801,
"FIN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.293679,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-0.159894,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",-0.160151,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.180458,
"FIN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-2.097101,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-6.766655,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.290487,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",1.143261,
"FIN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.157113,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.23604,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.889039,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-0.360261,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.245948,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.122727,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.014543,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.334441,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.126291,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.306025,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.522379,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.408593,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.061329,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.844319,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.689317,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.300969,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.342328,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.790908,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.156023,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.593244,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",-0.193046,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.828941,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.232372,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.167256,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.727088,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.503609,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.027226,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.715053,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.469898,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.55832,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.162893,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.391511,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.903964,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.735323,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.082636,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.159502,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.453631,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.290584,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.550117,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.340725,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.554952,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.099512,
"BRA","QGDP","TOT","PC_CHGPP","Q","1996-Q2",-0.475162,
"BRA","QGDP","TOT","PC_CHGPP","Q","1996-Q3",4.016457,
"BRA","QGDP","TOT","PC_CHGPP","Q","1996-Q4",-1.072574,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.771561,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.987618,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.245893,
"BRA","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.735348,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-2.075372,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.608859,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.268442,
"BRA","QGDP","TOT","PC_CHGPP","Q","1998-Q4",-1.19476,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q1",-0.073512,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.593589,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q3",0.188567,
"BRA","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.490743,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.773578,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q2",0.456892,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.016518,
"BRA","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.330466,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.408941,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.436762,
"BRA","QGDP","TOT","PC_CHGPP","Q","2001-Q3",-0.75046,
